"label","project_acronym","title","abstract","pi","year","project_budget","host_institution","screened_abstracts","notes"
"ref_086","UniEqTURB","Universal Equilibrium and Beyond - Challenging the Richardson-Kolmogorov Paradigm","Turbulence is at a crossroads: The old, established ideas of Richardson and Kolmogorov have with accumulating evidence come under renewed scrutiny, especially in non-stationary and non-equilibrium flows. Many in the community seek new and more accurate ways to describe turbulence. This is a time of re-evaluation and opportunity! The assumed statistical equilibrium of the smallest and intermediate scales is identified as the main cause of the potentially erroneous deductions. This problem was not previously noticed because experiments that confirmed the previous theories were all in statistical equilibrium. And those experiments and theories which disagreed were labelled ‘anomalous’, no matter how carefully performed or argued. The proposed theory-intensive approach will therefore specifically use non-equilibrium and statistically non-stationary flows to: 1. Investigate the underlying mechanisms determining the level of dissipation 2. Quantify the resulting effects on the balance equations of central importance 3. Test the results against the established, as well as competing, theories I will use stationary and accelerating jets well-suited for studying the non-linear interactions and quantifying departures to the assumed equilibrium and the non-stationary dissipation. The feasibility is demonstrated with preliminary results. The databases which will be established should contribute substantially to settling the long-lived ultimate question of turbulence: what are the true underlying mechanisms that set the level of dissipation. The results will be ground breaking scientifically and economically. The impact for engineering applications is extensive, since Kolmogorov-based turbulence models are routinely used, and since developing flows constitute the rule rather than the exception in the majority of engineering applications. The potential economic consequences for e.g. transportation, climate predictions and power extraction are impossible to underestimate.","VELTE Clara",2018,1499036,"Technical University of Denmark","excluded",NA
"ref_087","SIRIUS","Simulations for Inertial Particle Microfluidics","Cancer and bacterial infections are projected to kill 18 million people worldwide annually by 2050. Fast and reliable diagnostics are essential for early and targeted treatments. Microfluidics is at the heart of the miniaturisation of diagnostics, enabling novel portable and low-cost point-of-care devices. Inertial particle microfluidics (IPMF) is a novel and competitive method with applications in cancer cell and bacteria separation. Yet, the physics behind IPMF is not well understood, making progress slow and costly. Novel design rules are in urgent need to avoid trial-and-error experiments. I will numerically investigate the underlying physical mechanisms and develop the first predictive toolkit for engineering applications of IPMF. In particular, I will address five ambitious challenges in SIRIUS: 1. Develop an accurate numerical model for IPMF. 2. Understand the impact of particle softness. 3. Investigate the effect of finite particle concentration. 4. Improve the currently low separation efficiency of small particles. 5. Develop a toolkit to enable simulation-driven design. These objectives are feasible through novel numerical approaches based on the lattice-Boltzmann method and state-of-the-art high-performance computing. SIRIUS will pursue an innovative simulation campaign, validated with existing experimental data, to generate both physical insight and scaling laws for simulation-driven design. For the first time, SIRIUS will produce robust numerical methods for IPMF. My pioneering research will uncover the physics behind particle separation and culminate in a design toolkit for IPMF engineers. SIRIUS will fill a critical gap and open up an entirely new research field: “Simulations for inertial particle microfluidics”. Results of SIRIUS will be published as open-source codes, open-access articles, and open data. This will ultimately enable faster, less costly and more innovative research in the field of microfluidics for diagnostics.","KRUEGER Timm",2018,1499290,"University of Edinburgh","excluded",NA
"ref_088","HydMet","Fundamentals of Hydrogen in Structural Metals at the Atomic Scale","H is an element that plays an important role in the production and efficient usage of energy as it significantly influences the way we produce and consume energy: In high-strength materials, the usability and service life is limited by H induced failure. These materials are key in transport systems, wind power and H storage. Despite the enormous economic significance, little is known fundamentally about the underlying damage mechanisms, which are inherently playing out on the atomic scale. The PI’s team will use atom probe tomography, an atomic scale 3D microscopy method to systematically analyse the location and pathways of H in the microstructure and shed light on damage mechanisms in Fe and Ni based materials. This will include vacancies/clusters (0D), dislocations (1D), interfaces (2D) and second phased (3D). The approach will be combined with micro-mechanics to investigate the involvement of H in fracture behaviour. We will measure the amount of H at dislocations required for enhanced plasticity, in the plastic wake of a crack and at the crack tip. In production materials, we will determine the amount of H at identified traps after processing as well as penetration pathways into the material. Finally, we will clarify the contribution of H to a important problem for wind power generation: white-etching cracks. These experiments are now made possible in a commercial atom probe by using 2H (D) charging combined with cryo specimen transfers to avoid H loss. In the project, the team will go a step further and build an atom probe with ultra-low H background to enable the direct detection of 1H, enabling analysis without tracers. The resulting knowledge will greatly enhance our knowledge on the fundamentals of H in metals at the atomic scale. This will lead to increased predictability of failures, the rational design of H resistant high strength materials and protection measures and with it great cost savings especially in renewable energy generation and electromobility.","FELFER Peter",2018,1497959,"University of Erlangen-Nuremberg","excluded",NA
"ref_089","COTOFLEXI","Computational Modelling, Topological Optimization and Design of Flexoelectric Nano Energy Harvesters","Flexoelectricity is the generation of electric polarization under mechanical strain gradient or mechanical deformation due to the electric field gradient (converse flexo). It is a more general phenomenon than the linear change in polarization due to stress, the piezoelectric effect. Flexoelectricity exists in a wider range of centrosymmetric materials especially nontoxic materials useful for biomedical application. It grows dominantly in energy density at submicro- or nanoscale enabling self-powered nano devices such as body implants and small-scale wireless sensors. Among the emerging applications of flexoelectricity, energy harvesters are the basic front devices of wide technological impact. Despite the advantages offered by flexoelectricity, research in this field is still in germination. Experiments are limited in measuring, explaining and quantifying some key phenomena. Materials engineering and engineering of strain are the key challenges to bring energy harvesting structures/systems to become a viable technology. Accomplishment of this task pressingly requires a robust modelling tool that can assist the development of flexoelectric energy harvesters. Hence, the aim of the project is to develop a computational framework to support the characterization, design, virtual testing and optimization of the next generation nano energy harvesters. It will be able to (1) predict the energy conversion efficiency and output voltage influenced by layout and surface effects of structures in 3D, (2) to virtually test the performance with various vibrational dynamic conditions, and (3) to break through current designs of simple geometry for flexoelectric structures by optimization considering manufacturing constraints. Innovative metamaterial/3D folding energy harvesters expectantly outperforming current piezoelectric energy harvesters of the same size will be manufactured and tested.","ZHUANG Xiaoying",2018,1499938,"University of Hannover","excluded",NA
"ref_090","SUPERCOOL","Superelastic Porous Structures for Efficient Elastocaloric Cooling","Cooling, refrigeration and air-conditioning are crucial for our modern society. In the last decade, the global demands for cooling are growing exponentially. The standard refrigeration technology, based on vapour compression, is old, inefficient and environmentally harmful. In the SUPERCOOL project we will exploit the potential of elastocaloric cooling, probably the most promising solid-state refrigeration technology, which utilizes the latent heat associated with the martensitic transformation in superelastic shape-memory alloys. We have already demonstrated a novel concept of utilizing the elastocaloric effect (eCE) by introducing a superelastic porous structure in an elastocaloric regenerative thermodynamic cycle. Our preliminary results, recently published in Nature Energy, show the tremendous potential of such a system. However, two fundamental challenges remain. First, we need to create a geometry of the superelastic porous structure (elastocaloric regenerator) to ensure sufficient fatigue life, a large eCE and rapid heat transfer. Second, we must have a driver mechanism that can effectively utilize the work released during the unloading of the elastocaloric regenerator. To succeed I am proposing a unique approach to design advanced elastocaloric regenerators with complex structures together with a driver mechanism with the force-recovery principle. We will employ a systematic characterization and bottom-up linking of all three crucial aspects of the elastocaloric regenerator, i.e., the thermo-hydraulic properties, the stability and the structural fatigue, together with a new solution for force recovery in effective drivers. Based on these theoretical, numerical and experimental results we will combine both key elements of our novel elastocaloric concept into a prototype device, which could be the first major breakthrough in cooling technologies for 100 years, providing greater efficiency and reduced levels of pollution, by applying a solid-state refrigerant.","TUŠEK Jaka",2018,1359375,"University of Ljubljana","excluded",NA
"ref_091","CapBed","Engineered Capillary Beds for Successful Prevascularization of Tissue Engineering Constructs","The demand for donated organs vastly outnumbers the supply, leading each year to the death of thousands of people and the suffering of millions more. Engineered tissues and organs following Tissue Engineering approaches are a possible solution to this problem. However, a prevascularization solution to irrigate complex engineered tissues and assure their survival after transplantation is currently elusive. In the human body, complex organs and tissues irrigation is achieved by a network of blood vessels termed capillary bed which suggests such a structure is needed in engineered tissues. Previous approaches to engineer capillary beds reached different levels of success but none yielded a fully functional one due to the inability in simultaneously addressing key elements such as correct angiogenic cell populations, a suitable matrix and dynamic conditions that mimic blood flow. CapBed aims at proposing a new technology to fabricate in vitro capillary beds that include a vascular axis that can be anastomosed with a patient circulation. Such capillary beds could be used as prime tools to prevascularize in vitro engineered tissues and provide fast perfusion of those after transplantation to a patient. Cutting edge techniques will be for the first time integrated in a disruptive approach to address the requirements listed above. Angiogenic cell sheets of human Adipose-derived Stromal Vascular fraction cells will provide the cell populations that integrate the capillaries and manage its intricate formation, as well as the collagen required to build the matrix that will hold the capillary beds. Innovative fabrication technologies such as 3D printing and laser photoablation will be used for the fabrication of the micropatterned matrix that will allow fluid flow through microfluidics. The resulting functional capillary beds can be used with virtually every tissue engineering strategy rendering the proposed strategy with massive economical, scientific and medical potential","Lemos de Sousa Pirraco Rogério Pedro",2018,1499940,"University of Minho","excluded",NA
"ref_092","DEFTPORE","Deformation control on flow and transport in soft porous media","Fluid flows through soft porous media are ubiquitous across nature and industry, from methane bubbles rising through lakebed and seabed sediments to nutrient transport in living cells and tissues to the manufacturing of paper products and many composites. Despite their ubiquity, flow and transport in these systems remain at the frontier of our ability to measure and model. A defining feature of soft porous media is that they can experience deformations that transform the pore structure. This has profound implications for the transport and mixing of solutes and the simultaneous flow of multiple fluid phases, both of which are strongly coupled to the pore structure. The goal of this project is to shed new light on flow and transport in soft porous media by studying a series of three canonical flow problems (tracer transport, miscible viscous fingering, and two-phase flow) across soft adaptations of three classical model systems (a soft-walled Hele Shaw cell, a quasi-2D packing of soft beads, and a cylindrical 3D “core” of soft beads). These flow problems and model systems have been thoroughly studied in the context of stiff porous media, allowing us to leverage decades of previous work and focus exclusively on the new behaviour introduced by “softness”. We will collect an extensive set of new, high-resolution experimental observations in each of these model systems, and we will reconcile these observations with mathematical models based on the traditional approach of upscaled constitutive functions. By updating this traditional approach to account for deformation, we will provide a new, pragmatic class of continuum models that capture the leading-order features of flow and transport in soft porous media. Our results will jumpstart the field of flow and transport in soft porous media, breaking open a vast new realm of research questions and applications around understanding, predicting, and controlling these complex systems.","MacMinn Christopher",2018,1482862,"University of Oxford","excluded",NA
"ref_093","UltimateRB","Direct numerical simulations towards ultimate turbulence","Turbulent thermal convection plays an important role in a wide range of natural and industrial settings, from astrophysical and geophysical flows to process engineering. The paradigmatic representation of thermal convection is Rayleigh-Bénard (RB) flow in which a layer of fluid is heated from below and cooled from above. A major challenge is to determine the scaling relation of the Nusselt number (Nu), i.e. the dimensionless heat transport, with the Rayleigh number (Ra), which is the dimensionless temperature difference between the two plates, expressed as Nu∼Ra^γ. Theory predicts that the scaling exponent γ increases for extremely strong driving when the boundary layers transition from laminar to turbulent. Understanding the transition to this so-called ‘ultimate’ regime is crucial since an extrapolation of results from lab-scale experiments and simulations to astro- and geophysical phenomena becomes meaningless when the transition to this ‘ultimate’ state is not understood. So far, there is no consensus among experimental efforts for obtaining the ‘ultimate’ regime. We propose using direct numerical simulations (DNS) to gain a better understanding of the transition towards the ‘ultimate’ regime. While obtaining ‘ultimate’ thermal convection in simulations has been elusive, new developments make this feasible now. The benefit of simulations is that they allow full access to the flow and temperature fields, while all boundary conditions are set exactly and independently. This allows us to test various physical effects at full dynamic similarity. To trigger the excitation of the ‘ultimate’ regime at lower Ra than in standard small aspect ratio cells, we want to study the effect of roughness, additional shear, and large domains in which a stronger flow can develop than in confined small aspect ratio cells that are traditionally considered. The addition of rotation will be studied to disentangle the complicated effect of rotation on high Ra number thermal convection.","STEVENS Richard Johannes Antonius Maria",2018,1499375,"University of Twente","excluded",NA
"ref_094","3D-FABRIC","3D Flow Analysis in Bijels Reconfigured for Interfacial Catalysis","The objective of this proposal is to determine the unknown criteria for convective cross-flow in bicontinuous interfacially jammed emulsion gels (bijels). Based on this, we will answer the question: Can continuously operated interfacial catalysis be realized in bijel cross-flow reactors? Demonstrating this potential will introduce a broadly applicable chemical technology, replacing wasteful chemical processes that require organic solvents. We will achieve our objective in three steps: (a) Control over bijel structure and properties. Bijels will be formed with a selection of functional inorganic colloidal particles. Nanoparticle surface modifications will be developed and extensively characterized. General principles for the parameters determining bijel structures and properties will be established based on confocal and electron microscopy characterization. These principles will enable unprecedented control over bijel formation and will allow for designing desired properties. (b) Convective flow in bijels. The mechanical strength of bijels will be tailored and measured. With mechanically robust bijels, the influence of size and organization of oil/water channels on convective mass transfer in bijels will be investigated. To this end, a bijel mass transfer apparatus fabricated by 3d-printing of bijel fibers and soft photolithography will be introduced. In conjunction with the following objective, the analysis of convective flows in bijels will facilitate a thorough description of their structure/function relationships. (c) Biphasic chemical reactions in STrIPS bijel cross-flow reactors. First, continuous extraction in bijels will be realized. Next, conditions to carry out continuously-operated, phase transfer catalysis of well-known model reactions in bijels will be determined. Both processes will be characterized in-situ and in 3-dimensions by confocal microscopy of fluorescent phase transfer reactions in transparent bijels.","HAASE Martin F.",2018,1905000,"Utrecht University","excluded",NA
"ref_095","SpdTuM","SPD nanostructured magnets with tuneable properties","The decrease of weight and the increase of efficiency of magnetic components are essential for the reduction of CO2-emission and an improvement of their performance. Nanostructuring can dramatically improve the magnetic properties of soft and hard magnetic materials, hence opening up entirely new possibilities for the development of novel magnets. Nanocomposite magnets, for example, have been the focus of research since two decades. One of the remaining key challenges is to synthesize bulk nanostructured magnets of a reasonable size. In this project, this challenge is explicitly addressed and the potential to fabricate bulk nanostructured magnets by severe plastic deformation (SPD) as an innovative processing route is evaluated. The aim of the project is not only to synthesize different nanostructured magnets by SPD, but also to tailor their microstructure to attain the desired magnetic properties. It has been shown by the applicant that the magnetic properties of SPD processed nanocrystalline materials can be modified in wide range by decomposition of metastable solid solutions. By using different immiscible systems, decomposition mechanisms and annealing treatments, unique nanostructures can be obtained and the magnetic properties can be optimized. Through the choice of different magnetic starting materials, such as soft, hard and antiferromagnetic-ferromagnetic powders, different types of hard magnetic nanocomposites will also be obtained. Fine tuning of the microstructure and resulting magnetic properties through adjustments in the composition, SPD processing parameters and annealing treatments is planned. The project systematically addresses the entire process from the synthesis to the in-depth microstructural characterization by electron microscopy and atom probe tomography. In combination with simultaneous measurements of magnetic properties, the newly developed knowledge will be used to improve the performance of SPD processed nanostructured magnets.","BACHMAIER Andrea",2017,1499475,"Austrian Academy of Science (AAS)","excluded",NA
"ref_096","PURPOSE","Opening a new route in solid mechanics: Printed protective structures","Dynamic fragmentation of metals is typically addressed within a statistical framework in which material and geometric flaws limit the energy absorption capacity of protective structures. This project is devised to challenge this idea and establish a new framework which incorporates a deterministic component within the fragmentation mechanisms. In order to check the correctness of this new theory, I will develop a comprehensive experimental, analytical and numerical methodology to address 4 canonical fragmentation problems which respond to distinct geometric and loading conditions which make easily identifiable from a mechanical standpoint. For each canonical problem, I will investigate traditionally-machined and 3D-printed specimens manufactured with 4 different engineering metals widely used in aerospace and civilian-security applications. The goal is to elucidate whether at sufficiently high strain rates there may be a transition in the fragmentation mechanisms from defects–controlled to inertia–controlled. If the new statistical-deterministic framework is proven to be valid, defects may not play the major role in the fragmentation at high strain rates. This would bring down the entry barriers that the 3D-printing technology has found in energy absorption applications, thus reducing production transportation and repairing, energetic and economic costs of protective structures without impairing their energy absorption capacity. It is anticipated that leading this cutting-edge research project will enable me to establish my own research team and help me to achieve career independence in the field of dynamic behaviour of ductile solids.","RODRÍGUEZ-MARTÍNEZ Jose Antonio",2017,1497506,"Carlos III University of Madrid","selected",NA
"ref_097","CoQuake","Controlling earthQuakes","According to the Centre for Research on the Epidemiology of Disasters (CRED), earthquakes are responsible for more than half of the total human losses due to natural disasters from 1994 to 2003. There is no doubt that earthquakes are lethal and costly. CoQuake proposes an alternative, ground-breaking approach for avoiding catastrophic earthquakes by inducing them at a lower energetic level. Earthquakes are a natural phenomenon that we cannot avoid, but –for the first time– in CoQuake I will show that it is possible to control them, hence reducing the seismic risk, fatalities and economic cost. CoQuake goes beyond the state-of-the-art by proposing an innovative methodology for investigating the effect and the controllability of various stimulating techniques that can reactivate seismic faults. It involves large-scale, accurate simulations of fault systems based on constitutive laws derived from micromechanical, grain-by-grain simulations under Thermo-Hydro-Chemo-Mechanical couplings (THMC), which are not calibrated on the basis of ad-hoc empirical and inaccurate constitutive laws. A pioneer experimental research programme and the design and construction of a new apparatus of metric scale, will demonstrate CoQuake’s proof-of-principle and it will help to explore the transition from aseismic to seismic slip. CoQuake is an interdisciplinary project as it takes knowledge from various fields of engineering, computational mechanics, geomechanics, mathematics and geophysics. CoQuake opens a new field and new line of research in earthquake mechanics and engineering, with a direct impact on humanity and science.","STEFANOU Ioannis",2017,1499999,"Centrale Nantes","excluded",NA
"ref_098","NEURODIAM","High density full diamond cortical implant for long life time implantation","Implantable neuroprosthetic devices offer the promise of restoring neurological functions to disabled individuals. Tests demonstrated that an array of microelectrodes implanted in cortex allows to record activity of the brain and to induce a movement on prosthetic limbs or electrical stimulations restore some visual sensations. For these applications the life time and stability of the electrodes are critical features for the reliable operation of any implantable neuronal device. It’s also necessary to have high density implant with small electrodes to cover a large surface of the cortex to have access of neuronal code. A reliable packaging for long term implantable devices are in titanium or glass but not suitable in the case of ECoG (ElectroCorticoGraphy) implant. Indeed, it is necessary to achieve a polymer implant as a core material, to follow the topology of the brain surface. But in long term the polymer swells and moisture penetrates the implant and degrades its performances therefore reducing the lifetime. The goal of NEURODIAM project is to address two major challenges: - increase the lifetime of implant by a specific packaging, - reduce the size of the electrodes to be equivalent to the neurones size (10 µm) without degradation of noise and consequently increase the electrode density for a fine mapping of the cortex. To avoid performance drift of the implant, a new packaging solution completely hermetic will be developed based on the last developments of micro and nano structuration of diamond layer that combines conductive and intrinsic synthetic diamond. Fast ageing tests will be settled to demonstrate the viability of this diamond technology. In-vitro and in-vivo assessment will be performed to demonstrate the efficiency of these implants for recording and stimulation of neuronal tissue. This project will produce high performance diamond based technology that can be later used for various implants dedicated to fundamental studies in neurosciences.","ROUSSEAU Lionel",2017,1499865,"Chamber of Commerce and Industry Region Paris-Ile-de-France","excluded",NA
"ref_099","MemoMOFEnergy","Constructing polar rotors in metal-organic frameworks for memories and energy harvesting","I seek to develop new ferroelectrics based on metal-organic frameworks with dipolar rotors. Ferroelectrics are targeted to be used as physically flexible memories and mechanical energy harvesters for biocompatible sensors and implantable monitoring devices. As ferroelectrics can store and switch their polarity, they can be used as memories. Via the piezoelectric effect, they can harvest mechanical vibrations. The materials most compatible with flexible substrates, are soft matter materials. However, these so far don’t meet the requirements. Especially lacking is a combination of i) polarisation stability, ii) a sufficiently low energy barrier for polarisation switching and iii) fast switching. As energy harvesters, soft matter materials are hampered by low piezoelectric coefficients. The main objective of this proposal is rational design of ferroelectrics by obtaining a fundamental understanding of the relation between structure and properties. I will achieve this by uniquely synthesizing polar rotors into 3D crystalline scaffolds that allow to alter the rotors’ nano-environement. I will achieve this via polar ligands in metal-organic frameworks (MOFs). The variability of MOFs allows to tune the nature of the hindrance towards rotation of the polar rotors. The tuneable flexibility allows to regulate the energy harvesting efficiency. Moreover, MOFs have already shown potential as biocompatible materials that can be integrated on physically flexible substrates. The research consists of i) synthesis of polar rotor MOFs with targeted variations, ii) reliable characterisation and computational modelling of the electronic properties, iii) nanoscopic insight in the switching dynamics. The approach allows to understand how ferro- and piezoelectricity are related to the materials’ structure, and hence to develop materials with exceptional performance. My recent observation of the ferroelectric behaviour of a nitrofunctionalised MOF is the basis for this proposal.","VAN DER VEEN Monique",2017,1500000,"Delft University of Technology","excluded",NA
"ref_100","COSMOS","Computational Simulations of MOFs for Gas Separations","Metal organic frameworks (MOFs) are recently considered as new fascinating nanoporous materials. MOFs have very large surface areas, high porosities, various pore sizes/shapes, chemical functionalities and good thermal/chemical stabilities. These properties make MOFs highly promising for gas separation applications. Thousands of MOFs have been synthesized in the last decade. The large number of available MOFs creates excellent opportunities to develop energy-efficient gas separation technologies. On the other hand, it is very challenging to identify the best materials for each gas separation of interest. Considering the continuous rapid increase in the number of synthesized materials, it is practically not possible to test each MOF using purely experimental manners. Highly accurate computational methods are required to identify the most promising MOFs to direct experimental efforts, time and resources to those materials. In this project, I will build a complete MOF library and use molecular simulations to assess adsorption and diffusion properties of gas mixtures in MOFs. Results of simulations will be used to predict adsorbent and membrane properties of MOFs for scientifically and technologically important gas separation processes such as CO2/CH4 (natural gas purification), CO2/N2 (flue gas separation), CO2/H2, CH4/H2 and N2/H2 (hydrogen recovery). I will obtain the fundamental, atomic-level insights into the common features of the top-performing MOFs and establish structure-performance relations. These relations will be used as guidelines to computationally design new MOFs with outstanding separation performances for CO2 capture and H2 recovery. These new MOFs will be finally synthesized in the lab scale and tested as adsorbents and membranes under practical operating conditions for each gas separation of interest. Combining a multi-stage computational approach with experiments, this project will lead to novel, efficient gas separation technologies based on MOFs.","Keskin Avcı Seda",2017,1500000,"KOC UNIVERSITY","excluded",NA
"ref_101","PROMETHEUS","Flame nanoengineering for antibacterial medical devices","Engineers in nanotechnology research labs have been quite innovative the last decade in designing nanoscale materials for medicine. However, very few of these exciting discoveries are translated to commercial medical products today. The main reasons for this are two inherent limitations of most nanomanufacture processes: scalability and reproducibility. There is too little knowledge on how well the unique properties associated with nanoparticles are maintained during their large-scale production while often poor reproducibility hinders their successful use. A key goal here is to utilize a nanomanufacture process famous for its scalability and reproducibility, flame aerosol reactors that produce at tons/hr commodity powders, and advance the knowledge for synthesis of complex nanoparticles and their direct integration in medical devices. Our aim is to develop the next generation of antibacterial medical devices to fight antimicrobial resistance, a highly understudied field. Antimicrobial resistance constitutes the most serious public health threat today with estimations to become the leading cause of human deaths in 30 years. We focus on flame direct nanoparticle deposition on substrates combining nanoparticle production and functional layer deposition in a single-step with close attention to product nanoparticle properties and device assembly, extending beyond the simple commodity powders of the past. Specific targets here are two devices. a) hybrid drug microneedle patch with photothermal nanoparticles to fight life-threatening skin infections from drug-resistant bacteria and b) smart nanocoatings on implants providing both osteogenic and self-triggered antibacterial properties. The engineering approach for the development of antibacterial devices will provide insight into the basic physicochemical principles to assist in commercialization while the outcome of this research will help the fight against antibiotic resistance improving the public health worldwide.","SOTIRIOU Georgios",2017,1812500,"Karolinska Institute","excluded",NA
"ref_102","FUN-PM","Fundamental Understanding of Nanoparticle chemistry: towards the prediction of Particulate emissions and Material synthesis","While modern societies are facing urgent challenges related to reduction of particulate matter emissions from transportation engines, recent discoveries on the extraordinary properties of carbonaceous functional nanomaterials have revealed opportunities associated with large-scale, flame-based synthesis of these otherwise unwanted combustion products. In both cases, our ability to study new, optimized solutions based on the specific industrial end-user needs is limited by the absence of theoretical tools able to accurately predict the fluid dynamics and the chemistry involved in nanoparticle formation. Indeed, current knowledge on this fascinating but complex process is still rather incomplete. The proposed research program, FUN-PM, will apply an innovative multi-disciplinary, multi-step approach in order to finally answer many unresolved kinetic questions concerning in particular: 1) formation and growth of molecular PAH precursors. 2) particle inception. 3) subsequent particle growth and oxidation. Each single step will be experimentally isolated taking full advantage of complementary conventional shock tube techniques and up-to-date synchrotron-based detection technologies coupled to a newly constructed high-rate repetition shock tube. If successful, the novel synchrotron-shock tube techniques will be utilized for the first time to obtain unique information on unknown key processes. The experimental results, with extensive theoretical ab-initio calculations on relevant PAH reaction pathways, will constitute the base for the development of a comprehensive, detailed chemical kinetic model for particle chemistry applied to Real Fuels. Such model will improve the prediction capabilities of current CFD codes for use in engine design, fuel reformulation, or industrial process optimization, with considerable benefits to the standards of living of European citizens, the environment, and the EU economy, towards the future of clean transportations and novel nanomaterials.","COMANDINI Andrea",2017,1493838,"National Centre for Scientific Research (CNRS)","excluded",NA
"ref_103","SOTUF","SOot in TUrbulent Flames: a new look at soot production processes in turbulent flames leading to novel models for predictive large eddy simulations","Many practical systems emit soot into the atmosphere as a result of incomplete combustion of hydrocarbons. This pollutant emission is characterized by a distribution of solid carbon particles with different sizes and shapes, which have negative effects on human health and environment. Controlling such emission represents a societal issue and an industrial challenge that require a deep understanding of the intricate processes underlying soot production in the turbulent flames that generally characterize practical systems. In this context, progress in numerical simulations is essential to the successful design of low-emission combustion systems. Unfortunately, the Large-Eddy Simultations (LES) approach, which has successfully demonstrated its capacity to represent gaseous turbulent combustion processes, is far from being predictive for soot emission. Indeed, soot production in turbulent flames is a complex process which is not easy to be represented with the classical LES strategy: the long time scales and the broad range of length scales place soot processes outside the usual scale ranges of LES subgrid models. In this context, the goal of the present project is to provide new insights on the processes governing soot production in turbulent flames to develop novel LES models, encompassing the state-of-art and allowing reliable predictions of soot in turbulent flames. These objectives will be achieved by: (1) characterizing the turbulence-flame-soot coupling from novel well-controlled experiments employing advanced space and time resolved optical diagnostics. (2) developing new subgrid models based on information extracted from experiments and high-fidelity simulations. (3) validating and applying the developed LES modeling strategy on complex systems. The research results are expected to drastically improve the prediction of soot production in industrial configurations, helping to design new low-emission systems with notably reduced soot levels.","Franzelli Benedetta",2017,1436330,"National Centre for Scientific Research (CNRS)","excluded",NA
"ref_104","INTERCELLMED","SENSING CELL-CELL INTERACTION HETEROGENEITY IN 3D TUMOR MODELS: TOWARDS PRECISION MEDICINE","This project aims to investigate the role of potassium (K+), protons (H+) and oxygen (O2) gradients in the extracellular space of tumour cells grown in 3D cultures by using a combination of imaging, cell biology and in silico analyses. By embedding ratiometric fluorescent particle-based sensors within 3D scaffolds, the changes in target analyte concentrations can be monitored and used to study the interactions between tumour cells and stromal cells in 3D tumoroids/scaffolds and to monitor response of the cells to drug treatments. I first demonstrated successful fabrication of barcoded capsules for multiplex sensing of H+, K+, and Na+ ions. Next, I demonstrated the use of pH-sensing capsules as valid real time optical reporter tools to sense and monitor intracellular acidification in living cells. Thus, I can fabricate capsule sensors for investigating the role of key analytes that are involved in regulation of crucial physiological mechanisms. In addition, I successfully integrated pH-sensing capsules within 3D nanofibrous matrices and demonstrated their operation under pH switches. INTERCELLMED will engineer 3D scaffolds that do not only sense extracellular pH but are also able to sense K+ and O2 changes. To this aim, a novel set of anisotropic analyte-sensitive ratiometric capsules will be developed and applied for generating robust and flexible capsules-embedded sensing scaffolds. To validate the functions of the 3D sensing platform, cocoltures of tumour cells and stromal cells will be grown and their interaction and response to drug treatments will be studied by mapping the K+/H+/O2 gradients in and around the cell aggregates. Finally, the 3D sensing platform will be adapted for growing tumour tissue-derived cells that will be tested ex-vivo with anticancer dugs. Specific mathematical models of cellular interactions will be developed to represent the biological processes occurring within the 3D sensing platform.","DEL MERCATO Loretta",2017,1050000,"National Research Council (CNR)","excluded",NA
"ref_105","BONDS","Bilayered ON-Demand Scaffolds: On-Demand Delivery from induced Pluripotent Stem Cell Derived Scaffolds for Diabetic Foot Ulcers","This program’s goal is to develop a scaffold using a new biomaterial source that is functionalised with on-demand delivery of genes for coordinated healing of diabetic foot ulcers (DFUs). DFUs are chronic wounds that are often recalcitrant to treatment, which devastatingly results in lower leg amputation. This project builds on the PI’s experience growing matrix from induced-pluripotent stem cell derived (iPS)-fibroblasts and in developing on-demand drug delivery technologies. The aim of this project is to first develop a SiPS: a scaffold from iPS-fibroblast grown matrix, which has never been tested as a source material for scaffolds. iPS-fibroblasts grow a more pro-repair and angiogenic matrix than (non-iPS) adult fibroblasts. The SiPS structure will be bilayered to mimic native skin: dermis made mostly by fibroblasts and epidermis made by keratinocytes. The dermal layer will consist of a porous scaffold with optimised pore size and mechanical properties and the epidermal layer will be film-like, optimised for keratinisation. Second, the SiPS will be functionalised with delivery of plasmid-DNA (platelet derived growth factor gene, pPDGF) to direct angiogenesis on-demand. As DFUs undergo uncoordinated healing, timed pPDGF delivery will guide them through angiogenesis and healing. To achieve this, alginate microparticles, designed to respond to ultrasound by releasing pPDGF, will be interspersed throughout the SiPS. This BONDS will be tested in an in vivo pre-clinical DFU model to confirm its ability to heal wounds by providing cells with the appropriate biomimetic scaffold environment and timed directions for healing. With >100 million current diabetics expected to get a DFU, the BONDS would have a powerful clinical impact. This research program combines a disruptive technology, the SiPS, with a new platform for on-demand delivery of pDNA to heal DFUs. The PI will build his lab around these innovative platforms, adapting them for treatment of diverse complex wounds.","KEARNEY Cathal",2017,1372135,"National University of Ireland - Royal College of Surgeons","excluded",NA
